set	id	state_read_at_source_2026-09-18	verdict	argument_one_clause
scriptsurf	SS-29	OPEN - `flag datetime_display_number` names no flag	IN	his file; accepted and inert
scriptsurf	SS-30	OPEN - a REMOVAL to double-check (`set line_width 1.5`)	IN	his file
scriptsurf	SS-31	OPEN, no action required - the missing-documentation menu	OUT	a menu, not a bug list
scriptsurf	SS-32	OPEN - five deep-sky drawings dimmer than the file asks, and they lose their credit	IN	shipped content draws differently from what the data says
scriptsurf	SS-33	OPEN - three lines of fscripts/06old.sts are not what they look like	IN	his shipped show package
scriptsurf	SS-34	OPEN - four spellings the command ignores, on 39 lines	IN	swept also at 5.122; the shipped package
scriptsurf	SS-35	OPEN - `set home_planet Earth duration 0` does not set the home planet	IN	a shipped command with a visible consequence
scriptsurf	SS-36	OPEN - four switch names that do not exist, on 5 lines	IN	the shipped package
scriptsurf	SS-37	OPEN - three images that never appear (`nebula action load`)	IN	the shipped package
scriptsurf	SS-38	OPEN - `flag stars ofn`, a harmless typo, and the general behaviour question	IN	swept also at 5.116's coercion class
scriptsurf	SS-39	OPEN, FYI - `halo true` written twice on the same line, 1595 times	OUT	harmless, no decision owed
scriptsurf	SS-40	OPEN, needs his word - two dead keys on EVERY body, 189 lines of his ssystem.ini	IN	swept also at 5.124; the DATA is the product (D9)
scriptsurf	SS-41	OPEN, needs his word - three misspelled keys over 3365 lines of the shipped package	IN	swept also at 5.124
scriptsurf	SS-42	OPEN, needs his word - [Sedna] loses three orbital elements	IN	swept also at 5.151
scriptsurf	SS-43	OPEN, FYI - adopting the composed format stops four keys working	IN	swept also at 5.125; FYI in the channel but it is a new-path authoring loss
# SET 7 - fable-dispatch.md section 3, the rounds SINCE 2026-09-05 (sessions 22-30).
#   command: the section-3 block heads, /usr/bin/grep -nE '^- \*\*Session-(2[2-9]|30) decision'
#   claude/fable-dispatch.md => 9 blocks (s30 :635, s29 :740, s28 :923, s27 :1047, s26 :1176,
#   s25 :1280, s24 :1377, s23 :1449, s22 :1553).
#   MEASURED CORRECTION TO THE MANDATE'S PREMISE: the [Y]/[H] id grammar exists for sessions
#   26-30 ONLY (Q-70's shape began at session 26). Sessions 22-25 carry the same content as
#   numbered "YOURS" items and a "HELD OPEN, not absorbed" paragraph, with no ids. Both forms
#   are swept below.
#   [Y] per block (own ids): s30 Y17-Y29 =13, s29 Y5-Y16 =12, s28 Y1-Y8 =8, s27 Y1-Y9 =9,
#   s26 Y1-Y7 =7  => 49. [H] per block: s30 8, s29 7, s28 7, s27 5, s26 4 => 31.
#   Sessions 22-25 "YOURS": s25 (1)-(8)=8, s24 (1)-(6)=6, s23 (1)-(7)=7, s22 (1)-(4)=4 => 25.
fd3	s30 [Y17]	OPEN - V-D1 engine-instantiated or AUTHORED DSO content	IN	D9 product surface either way; 527 lines of the field to migrate under either reading
fd3	s30 [Y18]	OPEN - V-D2 the catalogue-to-AU factors; GATES slices 2 and 4	IN	a measurement to ratify; two of five DSO slices wait on it
fd3	s30 [Y19]	OPEN - V-D3 `mode in_sandbox`	OUT	no node, no behaviour to preserve
fd3	s30 [Y20]	OPEN - V-D4 Tully's SELECTION after the port	IN	selectable today; three readings priced; a user-visible capability
fd3	s30 [Y21]	OPEN - V-D5 OjmMgr's full-screen depth clear	IN	a faithful port keeps a visible rendering-order effect; slice 3 measures it
fd3	s30 [Y22]	OPEN - V-D6 the far edge, the peg's appearance, the onset ramp	IN	three appearance questions routed to him and the tester; T1.3's residue
fd3	s30 [Y23]	OPEN - V-D7 Dso3d's labels read two operator words for one state	IN	an operator-surface inconsistency on the DSO layer
fd3	s30 [Y24]	OPEN - 5.154's FIX SHAPE	IN	swept at 5.154
fd3	s30 [Y25]	OPEN - the IterativeEll FOLD, modelled only	IN	the SHARED solver, BOTH render paths; a running clock crosses it; the leg is queued
fd3	s30 [Y26]	OPEN - the EntityCore ORPHAN GITLINK 7ce58350	IN	every code commit older than f4ceb208 names a submodule commit a fresh recursive clone cannot check out
fd3	s30 [Y27]	OPEN - one ss-grammar.json row carries a [NOT AT HEAD] marker	IN	the intern's ctest reads the scedit gate; R0 surface
fd3	s30 [Y28]	OPEN - the rewrite tools' FILE-SET rules	OUT	tooling policy; no product or developer surface
fd3	s30 [Y29]	OPEN - sha_map_lib.sh sourced by both tools, the trailer STOP, step A'''	OUT	tooling
fd3	s30 [H1]	HELD - the DSO SLICES; slice 1 dispatchable on his reading	IN	swept at B5/T1.3
fd3	s30 [H2]	HELD - 5.154's fix (S) on shape 1	IN	swept at 5.154
fd3	s30 [H3]	HELD - the fold leg (S)	IN	swept at s30 [Y25]
fd3	s30 [H4]	HELD - B41 after the consolidation items	IN	swept at B41
fd3	s30 [H5]	HELD - the CANARY-PER-LAUNCH rule stands	OUT	verification protocol, not a deployment gate
fd3	s30 [H6]	HELD - the intern's gaps [Y5]-[Y7] and [Y8], this week's clock	IN	swept at R7/R8/R9 and at s29 [Y8]
fd3	s30 [H7]	HELD - F117-a..f recorded not minted; anchor_gate.py's twelve duplicated definitions and its out-of-range misdiagnosis	IN	anchor_gate.py lives at util/scedit/tests/ in the CODE tree, which the intern's ctest runs - an R0 surface, NEVER CARRIED by the predecessor
fd3	s30 [H8]	HELD - Q-72, a batched Bash call without its leading cd	OUT	a harness-discipline item in ~/shared
fd3	s29 [Y5]	OPEN - R23's content-installation procedure	IN	promoted to R7
fd3	s29 [Y6]	OPEN - section 9's engineering principles placeholder	IN	promoted to R8
fd3	s29 [Y7]	OPEN - the remote form / key for the second clone	IN	promoted to R9
fd3	s29 [Y8]	OPEN - the build every measurement uses is not the build the document ships	IN	every D11 cost number was taken on -O2 while the documented build ships -Ofast -O3; NEVER CARRIED
fd3	s29 [Y9]	OPEN, no answer needed today - whether every inline section 5 row should carry its own id	OUT	a ledger-shape preference; the resolver exists either way
fd3	s29 [Y10]	OPEN - 5.142's root, four decisions at 11.236(k)	IN	swept at 5.142
fd3	s29 [Y11]	OPEN - 5.115's 1 GiB bound, five veto points	IN	swept at 5.115
fd3	s29 [Y12]	OPEN - 5.153	IN	swept at 5.153
fd3	s29 [Y13]	OPEN - 5.149	IN	swept at 5.149
fd3	s29 [Y14]	OPEN - 5.146	IN	swept at 5.146
fd3	s29 [Y15]	OPEN - 5.150's two halves not minted	OUT	swept at 5.150; measured null
fd3	s29 [Y16]	OPEN - scratch trees	OUT	housekeeping
fd3	s29 [H1]	HELD - the DSO design pass	OUT	RAN (F117, 11.240)
fd3	s29 [H2]	HELD - B41's zoom-half anchor	IN	swept at B41
fd3	s29 [H3]	HELD - the trail walker's engine leg	OUT	RAN (F118, 11.241) - 5.154 minted from it
fd3	s29 [H4]	HELD - the rewrite tool's class gap, code-tree citations	OUT	DELIVERED (F119, 11.242)
fd3	s29 [H5]	HELD - [Y8] the build type	IN	swept at s29 [Y8]
fd3	s29 [H6]	HELD - the intern's three gaps, the only items with a clock	IN	swept at R7/R8/R9
fd3	s29 [H7]	HELD - 5.115's density half; the EntityCore log pile; the drawn orbit line has no observable	IN	5.115's density half swept there; the EntityCore log pile (395 files) is an install-footprint fact on the intern's machine
fd3	s28 [Y1]	OPEN - 5.149's shape	IN	swept at 5.149
fd3	s28 [Y2]	the log window's four veto points	OUT	implemented-and-live, silence = endorsed
fd3	s28 [Y3]	OPEN - 5.152	IN	swept at 5.152
fd3	s28 [Y4]	ANSWERED 2026-09-12 (11.233(g)) - [Y4] CLOSED	OUT	answered
fd3	s28 [Y5]	OPEN - 5.151 Sedna's data	IN	swept at 5.151
fd3	s28 [Y6]	OPEN - isSystemCentered() answers by POSITION, read at LOAD time by both orbit loaders	IN	a body's JD-0 position decides which frame its children's orbits are built in - an authoring-surface fact; NEVER CARRIED
fd3	s28 [Y7]	the 2026-09-11 canary re-bank	OUT	environment, superseded by later boots
fd3	s28 [Y8]	scratch trees	OUT	housekeeping
fd3	s28 [H1]	HELD - the instance probe blind to staging binaries	OUT	LANDED (F112, 11.238)
fd3	s28 [H2]	HELD - 5.150's fix	OUT	DELIVERED (F111, 11.239)
fd3	s28 [H3]	HELD - orbit lines ON move the OLD path's moons through the static ephemeris cache	OUT	an instrument caveat at 5.84
fd3	s28 [H4]	HELD - 11.207(g)'s list carries three "decision-free" labels REFUTED at their rows	IN	the predecessor's own decision-free queue is stale; 5.66, 5.71 and item 6 must be re-cut before dispatch
fd3	s28 [H5]	HELD - 5.115's density half; EntityCore's uncapped log pile	IN	swept at 5.115 and s29 [H7]
fd3	s28 [H6]	HELD - dumpread.load_dump cannot read F100's pinned dumps	OUT	harness instrument residue
fd3	s28 [H7]	HELD - the M flags 11.229 / 11.196	OUT	ledger-shape residue
fd3	s27 [Y8]	ANSWERED and DELIVERED (11.227, F106); 5.147 FIXED	OUT	closed
fd3	s27 [Y4]	the rewrite tool's state before the owner's Saturday run	OUT	the run happened 2026-09-12; nothing left to decide
fd3	s27 [Y2]	5.145 FIXED on his ruling; two veto points	OUT	implemented-and-live
fd3	s27 [Y9]	OPEN - 5.148	IN	swept at 5.148
fd3	s27 [Y3]	ANSWERED (11.233(f)) - 5.146's shape	IN	swept at 5.146
fd3	s27 [Y1]	carried - 5.142's pool policy	IN	swept at 5.142
fd3	s27 [Y5]	carried - 5.144's 8-12 h leg	IN	swept at 5.144
fd3	s27 [Y6]	carried - 5.140's meaning	IN	swept at 5.140
fd3	s27 [Y7]	scratch trees	OUT	housekeeping
fd3	s27 [H1]	HELD - the orbit-line sampler walks the position seed	OUT	DELIVERED (F111); 5.150
fd3	s27 [H2]	HELD - two anchors refused for ONE frame after a reload	OUT	measured self-healing, the line names both ways
fd3	s27 [H3]	HELD - the guard cannot tell "outside the walk" from "not walked yet"	IN	needs the system's identity inside ModularBody - the owner's nested-modular-bodies line (11.223(e))
fd3	s27 [H4]	HELD - instrument residues (purge-path.sh's map, list_code_trailers' skip, the scan's EVENT lexicon)	OUT	two of three DELIVERED by F119; the EVENT lexicon is a ledger-instrument residue
fd3	s27 [H5]	HELD - 5.84's own trigger unmeasured; 11.215(g)'s four bodies' ulps not re-measured	OUT	instrument caveats on the comparison baseline
fd3	s26 [Y1]	5.142 - ANSWERED then CORRECTED; the pool stays 1 MiB	IN	swept at 5.142
fd3	s26 [Y2]	5.145 - ANSWERED, delivered	OUT	closed
fd3	s26 [Y3]	5.146 - ANSWERED, the shape given	IN	swept at 5.146
fd3	s26 [Y4]	R5 the PUSH - ANSWERED and DONE	OUT	closed
fd3	s26 [Y5]	5.144's leg - carried	IN	swept at 5.144
fd3	s26 [Y6]	5.140 - ROUTED to the tester	IN	swept at 5.140
fd3	s26 [Y7]	scratch trees	OUT	housekeeping
fd3	s26 [T1]	ROUTED to the tester, then ANSWERED BY THE OWNER (11.223(e))	OUT	1e16 is the designed inGalaxy entry; the question was withdrawn
fd3	s26 [T2]	06old.sts lands 156 of 170: 13 duplicate names + TDRS 3 with no coord_func	IN	the tester's own data; both paths refuse and say why - a data fix he owns
fd3	s26 [T3]	06.sts aborts the reference binary at its 675th body	IN	swept at 5.142
fd3	s26 [H1]	HELD - the dump header names no system	OUT	dump-channel instrument
fd3	s26 [H2]	HELD - the dump calls the barrier for 90 of 120 records	OUT	instrument; delivered in part by F105
fd3	s26 [H3]	HELD - 5.143 stays OPEN; `search` NOF outside the system	OUT	swept at 5.143 and 5.74
fd3	s26 [H4]	HELD - an F98 executor claim its own log refutes	OUT	corrected by F102
fd3	s25 YOURS (1)	5.142 - "READY" HAS A NEW FACT AGAINST IT	IN	swept at 5.142
fd3	s25 YOURS (2)	R5 the PUSH	OUT	done 2026-09-12
fd3	s25 YOURS (3)	5.144 - the 8-12 h leg	IN	swept at 5.144
fd3	s25 YOURS (4)	5.115 in arithmetic - the per-launch key vs the per-day file layout	IN	swept at 5.115 (the density half)
fd3	s25 YOURS (5)	5.140 - orbit_lon means two things	IN	swept at 5.140
fd3	s25 YOURS (6)	5.139 - frozen eye-frame position	OUT	FIXED (F100)
fd3	s25 YOURS (7)	the pole guard at the ZERO vector - should "no direction" print differently from "at the pole"	IN	an interface question on a shipped readout, named at 11.216(j2); carried with 5.148
fd3	s25 YOURS (8)	scratch trees	OUT	housekeeping
fd3	s25 HELD	5.21's two halves; 5.142/5.143/5.144's mechanisms; body action reload in NO soaked show; the pinned-clock drift; the 11.207(g) tail	IN	each swept at its row; "body action reload is in NO soaked show" is a COVERAGE gap carried into the new T5
fd3	s24 YOURS (1)	R5 the PUSH	OUT	done
fd3	s24 YOURS (2)	"READY" IS NOW YOUR WORD - both gates have run	IN	the map's own "ready" gate is spent; what the soak cannot see is the new T5
fd3	s24 YOURS (3)	the RSS tail 0.28-0.38 MB/h	OUT	subsumed by 5.144
fd3	s24 YOURS (4)	the four-body selector, LEAVE recommended	OUT	2-4 orders below the accepted float floor
fd3	s24 YOURS (5)	Camera::observedToBodyLocalPos has no in-tree consumer	OUT	an interface tidy-up
fd3	s24 YOURS (6)	scratch trees	OUT	housekeeping
fd3	s24 HELD	the second soak (RAN); 5.138's leg (DELIVERED); f44_parity's reconstruct is wrong post-F91; pre-012105d6 recorded values are pre-fix records; f90's show_own_duration is struct-loop blind; the Frame stall rate unattributed	OUT	instrument residues, all recorded; none is a product surface
fd3	s23 YOURS (1)	R5 the PUSH	OUT	done
fd3	s23 YOURS (2)	R6's remaining half - after the rename, do PRs still target 2023-master	IN	swept at R6
fd3	s23 YOURS (3)	R23's procedure	IN	promoted to R7
fd3	s23 YOURS (4)	5.111's unmatched set	IN	swept at 5.111
fd3	s23 YOURS (5)	5.136 - app_locale inert	BOTH	swept at 5.136
fd3	s23 YOURS (6)	5.137 - an authored body leaves the drawn universe on reload	IN	swept at 5.137
fd3	s23 YOURS (7)	routed to the tester - honour or skip authored pauses under UNATTENDED play	IN	old-behaviour intent; the tester's; it decides what an unattended show does every night
fd3	s23 HELD	T5.2 (RAN); instrument residues (supervised-by.sh's fallback FIXED; f85_links' IsADirectoryError; f89_p7 margins; b4_anchors has no instance probe; b4_anchors duplicates dumpread's grammar)	OUT	harness residues; the supervised-by.sh half is closed
fd3	s22 YOURS (1)	R5 the PUSH	OUT	done
fd3	s22 YOURS (2)	R6 the branch policy	OUT	answered (rename once ready); the act and the PR-target half are R6's, swept there
fd3	s22 YOURS (3)	R23's procedure	IN	promoted to R7
fd3	s22 YOURS (4)	the developer's platform and whether the harness is readable	OUT	ANSWERED 2026-09-12 - Linux; harness readable
fd3	s22 HELD	b4_anchors P7's screen-witness control; 5.48; 5.59's sender arm; the tester's unanswered halves (5.128's snap-back, A42's number, R19's 999-dependence, L2)	IN	5.48, 5.128, A42 and L2 each swept at their node; the P7 control was resolved by F93
