id	arm	family	file	line	channel	severity	sink	class	WHAT	CONS	PREV	CAUSE	CONT	OVR	SC	text	note
F58-A086	A	command	src/interfaceModule/app_command_interface.cpp	2814	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"Unable to execute script : " + file_with_path	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape || the message is written TWICE: explicitly at :2815 and again by executeCommandStatus at :1174
F58-A087	A	command	src/interfaceModule/app_command_interface.cpp	2815	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	CHAN	-	-	-	-	-	-	-	debug_message	emits another site's record; owns no content of its own. :312 is the one that writes a variable known to be empty
F58-A088	A	command	src/interfaceModule/app_command_interface.cpp	2845	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command_script : unknown parameter from 'action' argument"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A089	A	command	src/interfaceModule/app_command_interface.cpp	2858	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command_script : unknown parameter from 'speed' argument"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A090	A	command	src/interfaceModule/app_command_interface.cpp	2868	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command_'script' : missing action argument"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A091	A	command	src/interfaceModule/app_command_interface.cpp	2916	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("command 'audio': filename not found")	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A092	A	command	src/interfaceModule/app_command_interface.cpp	2920	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("command 'audio': filename not found")	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A093	A	command	src/interfaceModule/app_command_interface.cpp	2925	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'audio': unknown action value")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A094	A	command	src/interfaceModule/app_command_interface.cpp	2929	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'audio' : unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A095	A	command	src/interfaceModule/app_command_interface.cpp	2943	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	_("Image argument name required.")	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A096	A	command	src/interfaceModule/app_command_interface.cpp	2956	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("command 'image': filename not found")	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A097	A	command	src/interfaceModule/app_command_interface.cpp	2980	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("Unable to load image: ") + argName	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A098	A	command	src/interfaceModule/app_command_interface.cpp	2986	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("Unable to find image: ") + argName	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A099	A	command	src/interfaceModule/app_command_interface.cpp	3042	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("command 'image': HP number ") + argHP + _(" is not a valid star")	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape || the valid HP range is a bounded integer domain (guarded by num > NR_OF_HIP at illuminate_mgr.cpp:126) and is not stated
F58-A100	A	command	src/interfaceModule/app_command_interface.cpp	3134	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"command 'select' : no object found"	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A101	A	command	src/interfaceModule/app_command_interface.cpp	3200	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'look_at': wrong argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A102	A	command	src/interfaceModule/app_command_interface.cpp	3220	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'star_lines': wrong argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A103	A	command	src/interfaceModule/app_command_interface.cpp	3241	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("Command 'galaxy_stars': file not found: ") + argLoad	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A104	A	command	src/interfaceModule/app_command_interface.cpp	3248	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	Y	-	-	-	P	_("Command 'galaxy_stars': wrong argument. Use load filename")	states the command's correct form as the action, without the argument's own valid values or shape
F58-A105	A	command	src/interfaceModule/app_command_interface.cpp	3264	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'position': unknown parameter")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A106	A	command	src/interfaceModule/app_command_interface.cpp	3298	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'zoom': unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A107	A	command	src/interfaceModule/app_command_interface.cpp	3392	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'time_rate': unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A108	A	command	src/interfaceModule/app_command_interface.cpp	3413	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'move_to' : missing lat && lon && alt"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A109	A	command	src/interfaceModule/app_command_interface.cpp	3513	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"Command 'media' argument action need argument 'type'"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A110	A	command	src/interfaceModule/app_command_interface.cpp	3528	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	_("command 'media': file videoname not found")	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape
F58-A111	A	command	src/interfaceModule/app_command_interface.cpp	3550	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: video file has no extension to build language name " + languagedVideoName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A112	A	command	src/interfaceModule/app_command_interface.cpp	3564	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull locale srt " + srtFileName	'succesfull' [sic] - the media chain's positive legs
F58-A113	A	command	src/interfaceModule/app_command_interface.cpp	3566	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: locale srt not found"	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A114	A	command	src/interfaceModule/app_command_interface.cpp	3569	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: cannot build locale srt name as video file has no extension " + videoName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A115	A	command	src/interfaceModule/app_command_interface.cpp	3576	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: locale srt not found, trying " + srtName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A116	A	command	src/interfaceModule/app_command_interface.cpp	3581	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: srt file not found " + srtName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A117	A	command	src/interfaceModule/app_command_interface.cpp	3584	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull srt " + srtFileName	'succesfull' [sic] - the media chain's positive legs
F58-A118	A	command	src/interfaceModule/app_command_interface.cpp	3588	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull locale srt " + srtFileName	'succesfull' [sic] - the media chain's positive legs
F58-A119	A	command	src/interfaceModule/app_command_interface.cpp	3593	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: srt file not found " + srtName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A120	A	command	src/interfaceModule/app_command_interface.cpp	3596	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull srt " + srtFileName	'succesfull' [sic] - the media chain's positive legs
F58-A121	A	command	src/interfaceModule/app_command_interface.cpp	3603	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: subtitles activated, to show " + srtFileName	'succesfull' [sic] - the media chain's positive legs
F58-A122	A	command	src/interfaceModule/app_command_interface.cpp	3644	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull locale audio " + audioFileName	'succesfull' [sic] - the media chain's positive legs
F58-A123	A	command	src/interfaceModule/app_command_interface.cpp	3646	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: locale audio not found"	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A124	A	command	src/interfaceModule/app_command_interface.cpp	3649	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: cannot build locale audio name as video file has no extension " + videoName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A125	A	command	src/interfaceModule/app_command_interface.cpp	3656	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: locale audio not found, trying " + audioName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A126	A	command	src/interfaceModule/app_command_interface.cpp	3661	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: audio file not found " + audioName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A127	A	command	src/interfaceModule/app_command_interface.cpp	3664	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull audio " + audioFileName	'succesfull' [sic] - the media chain's positive legs
F58-A128	A	command	src/interfaceModule/app_command_interface.cpp	3668	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull locale audio " + audioFileName	'succesfull' [sic] - the media chain's positive legs
F58-A129	A	command	src/interfaceModule/app_command_interface.cpp	3673	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	BOTH	Y	P	N	Y	P	N	-	"command 'media':: audio not found " + audioName	the media locale chain: each miss is both an error (the requested localised asset is absent) and an acting default (the chain silently falls through to the next candidate). The candidate tried is named, the FINAL outcome of the chain never is, and no action is offered
F58-A130	A	command	src/interfaceModule/app_command_interface.cpp	3676	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"command 'media':: succesfull audio " + audioFileName	'succesfull' [sic] - the media chain's positive legs
F58-A131	A	command	src/interfaceModule/app_command_interface.cpp	3774	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'media': unknown parameter")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A132	A	command	src/interfaceModule/app_command_interface.cpp	3792	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'domemasters': unknown action value")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A133	A	command	src/interfaceModule/app_command_interface.cpp	3794	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'domemasters': unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A134	A	command	src/interfaceModule/app_command_interface.cpp	3825	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Error parsing date local")	reports a parse failure without stating the accepted format - the exact case §11.169's self-containment criterion names (a value space too large to enumerate still owes its grammar)
F58-A135	A	command	src/interfaceModule/app_command_interface.cpp	3837	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Error parsing date utc")	reports a parse failure without stating the accepted format - the exact case §11.169's self-containment criterion names (a value space too large to enumerate still owes its grammar)
F58-A136	A	command	src/interfaceModule/app_command_interface.cpp	3848	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	_("Error date local, vous devez être sur un astre pour utiliser l'argument relative")	states the PRECONDITION the user violated (must be on a body) as the action; written in French inside an otherwise-English channel and wrapped in _() over a French literal, so the translation table is keyed on French here and on English everywhere else
F58-A137	A	command	src/interfaceModule/app_command_interface.cpp	3879	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	_("Error date local, vous devez être sur un astre pour utiliser l'argument sideral")	states the PRECONDITION the user violated (must be on a body) as the action; written in French inside an otherwise-English channel and wrapped in _() over a French literal, so the translation table is keyed on French here and on English everywhere else
F58-A138	A	command	src/interfaceModule/app_command_interface.cpp	3914	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'date': unknown load value")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A139	A	command	src/interfaceModule/app_command_interface.cpp	3941	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'date' : unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A140	A	command	src/interfaceModule/app_command_interface.cpp	4012	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': the current system has no data file to reload")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated || a fuller record for the same failure exists at ssystem_factory.cpp:953 (WHAT+CONS+PREV+SC) - but it goes to LOG_FILE::INTERNAL at L_ERROR while this one goes to LOG_FILE::SCRIPT at L_DEBUG: the script author reads the poorer half
F58-A141	A	command	src/interfaceModule/app_command_interface.cpp	4026	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': the current system could not be saved")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated || same split as :4012 - the full record is at ssystem_factory.cpp:997/:1005/:1021 on the INTERNAL channel
F58-A142	A	command	src/interfaceModule/app_command_interface.cpp	4041	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command 'body' : unknown action argument"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A143	A	command	src/interfaceModule/app_command_interface.cpp	4059	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': unknown hidden value")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A144	A	command	src/interfaceModule/app_command_interface.cpp	4071	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': unknown orbit value")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A145	A	command	src/interfaceModule/app_command_interface.cpp	4110	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	Y	Y	-	-	-	Y	_("Command 'body' datum_radius: value must be >= 0 km " "(0 = enterable/transparent body, the body radius = solid surface, " "radius*1.002 = terrain clearance). datum_radius unchanged; reissue " "with a non-negative km value.")	GOLD: names the offending value, states what stays unchanged, gives an action, and states the valid domain or its shape - all four elements in one record
F58-A146	A	command	src/interfaceModule/app_command_interface.cpp	4115	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	Y	Y	-	-	-	Y	_("Command 'body' datum_radius: no body named '") + argName + _("'. datum_radius unchanged; load the body first ('body action load').")	GOLD: names the offending value, states what stays unchanged, gives an action, and states the valid domain or its shape - all four elements in one record
F58-A147	A	command	src/interfaceModule/app_command_interface.cpp	4125	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	Y	Y	-	-	-	Y	_("Command 'body' ground_radius: value must be >= 0 km " "(0 = enterable body, descend to the centre; the body radius = solid " "floor; radius*1.002 = terrain clearance). ground_radius unchanged; " "reissue with a non-negative km value.")	GOLD: names the offending value, states what stays unchanged, gives an action, and states the valid domain or its shape - all four elements in one record
F58-A148	A	command	src/interfaceModule/app_command_interface.cpp	4130	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	Y	Y	-	-	-	Y	_("Command 'body' ground_radius: no body named '") + argName + _("'. ground_radius unchanged; load the body first ('body action load').")	GOLD: names the offending value, states what stays unchanged, gives an action, and states the valid domain or its shape - all four elements in one record
F58-A149	A	command	src/interfaceModule/app_command_interface.cpp	4136	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': case name unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A150	A	command	src/interfaceModule/app_command_interface.cpp	4145	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'body': unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A151	A	command	src/interfaceModule/app_command_interface.cpp	4160	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("Command 'font': unknown action argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A152	A	command	src/interfaceModule/app_command_interface.cpp	4166	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	_("Command 'font': missing target argument")	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A153	A	command	src/interfaceModule/app_command_interface.cpp	4177	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"command 'font' : filename "+ fileName + " can't be found"	names the offending value (file, image, HP number, object) and nothing else: no consequence, no action, no valid-value shape || the message is written TWICE: explicitly at :4178 and again by executeCommandStatus at :1174
F58-A154	A	command	src/interfaceModule/app_command_interface.cpp	4178	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	CHAN	-	-	-	-	-	-	-	debug_message	emits another site's record; owns no content of its own. :312 is the one that writes a variable known to be empty
F58-A155	A	command	src/interfaceModule/app_command_interface.cpp	4182	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	_("Command 'font': missing filename argument")	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A156	A	command	src/interfaceModule/app_command_interface.cpp	4193	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command 'camera' : action argument"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A157	A	command	src/interfaceModule/app_command_interface.cpp	4200	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera' : missing target"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A158	A	command	src/interfaceModule/app_command_interface.cpp	4212	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'align_with' : missing body"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A159	A	command	src/interfaceModule/app_command_interface.cpp	4226	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error align_with_body body"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A160	A	command	src/interfaceModule/app_command_interface.cpp	4236	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'transition_to' : missing target"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A161	A	command	src/interfaceModule/app_command_interface.cpp	4244	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error transition_to point"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A162	A	command	src/interfaceModule/app_command_interface.cpp	4252	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'transition_to' : missing target name"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A163	A	command	src/interfaceModule/app_command_interface.cpp	4259	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error transition_to body"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A164	A	command	src/interfaceModule/app_command_interface.cpp	4263	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command 'transition_to' : unknown target arg"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A165	A	command	src/interfaceModule/app_command_interface.cpp	4272	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'move_to' : missing target"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A166	A	command	src/interfaceModule/app_command_interface.cpp	4283	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'move_to point' : missing a coordinate"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A167	A	command	src/interfaceModule/app_command_interface.cpp	4297	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error move_to point"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A168	A	command	src/interfaceModule/app_command_interface.cpp	4306	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'move_to body' : missing a body_name or time"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A169	A	command	src/interfaceModule/app_command_interface.cpp	4320	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error move_to body"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A170	A	command	src/interfaceModule/app_command_interface.cpp	4327	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command 'camera' : unknown target arg"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
