srcclass	src	home	target	tgtclass	pos	context
LIVE-STUB	5.104	INTENT.md:430	B16	ARCHIVED	1777	`, before the config block; the reload never re-applies anything at all). — **OPEN** (found 2026-08-26 by F39 while confirming that prediction; record-don't-fix: the reload/state-preservation seam is B16's, and WHAT should be re-applied — the config values, the D30 authored-override ledger, or both, and in which order relative to the ramp — is a design question rather than a repair. Owed with the fix
LIVE-STUB	5.104	INTENT.md:430	B16	ARCHIVED	2383	ad re-applies it [derived, veto]); modular: the new FILE owns it, deprecating config.ini whenever the new format serves the solar system (reload re-applies by construction, D31). Implementation rides B16's seam; ONE GATE: B28 sign-off on the new-format scaling key before any emitter writes it. The owed every-other-seam probe STAYS — the ruling covers scaling only.]** **[OPERATED [vixy 2026-08-26 → §1
LIVE-STUB	5.104	INTENT.md:430	B28	ARCHIVED	2405	ved, veto]); modular: the new FILE owns it, deprecating config.ini whenever the new format serves the solar system (reload re-applies by construction, D31). Implementation rides B16's seam; ONE GATE: B28 sign-off on the new-format scaling key before any emitter writes it. The owed every-other-seam probe STAYS — the ruling covers scaling only.]** **[OPERATED [vixy 2026-08-26 → §11.154(c)]: derivation 
LIVE-STUB	5.104	INTENT.md:430	B28	ARCHIVED	2810	tified verbatim (*"your derivation is exact - you can operate it"*); key name **`display_scale`** proposed WITH its delegated deducibility test (*"if it doesn't hold, it's not the right name"*) — the B28 gate closes conditionally at F41's check. Twin must emit it (reproduce-legacy contract, §11.113(f) precedent). Implementation = F41.]** — **FIXED AND CLOSED 2026-08-26 (F41, §11.155; code `18b6f13f →
LIVE-STUB	5.104	INTENT.md:430	B28	ARCHIVED	3990	med: reload holds the file's value, and after a command a reload puts the FILE's value BACK (D31 — a reload is a LOAD, the override is not replayed). `display_scale` ADOPTED against the full grammar (B28 verdict + argument at §11.155(a)); twin emits `[Moon] display_scale = 5` and nothing for `[Sun]`, byte-reproducibly. **THE OWED WIDER-SEAM PROBE STAYS OPEN ON THIS ROW** — the ruling covered scaling 
LIVE-STUB	5.107	INTENT.md:435	B15	LIVE-B	1972	r never-evaluated body is untouched. — **OPEN** (found 2026-08-26 by F41 while making the two format branches comparable; record-don't-fix: the repair is a choice between recompute-at-use (the closed B15/B19/B32/§11.152(b) class), an owner-notifies push when a ramp lands, and a post-config sweep mirroring old's own `initialSolarSystemBodies`, and each has a per-frame cost profile — D11 territory. Owe
LIVE-STUB	5.107	INTENT.md:435	B19	ARCHIVED	1976	ver-evaluated body is untouched. — **OPEN** (found 2026-08-26 by F41 while making the two format branches comparable; record-don't-fix: the repair is a choice between recompute-at-use (the closed B15/B19/B32/§11.152(b) class), an owner-notifies push when a ramp lands, and a post-config sweep mirroring old's own `initialSolarSystemBodies`, and each has a per-frame cost profile — D11 territory. Owed be
LIVE-STUB	5.107	INTENT.md:435	B32	ARCHIVED	1980	evaluated body is untouched. — **OPEN** (found 2026-08-26 by F41 while making the two format branches comparable; record-don't-fix: the repair is a choice between recompute-at-use (the closed B15/B19/B32/§11.152(b) class), an owner-notifies push when a ramp lands, and a post-config sweep mirroring old's own `initialSolarSystemBodies`, and each has a per-frame cost profile — D11 territory. Owed before
LIVE-ENTRY	5.18	INTENT/5.18.md	B10	LIVE-B	94	# INTENT §5.18  18. **Observer stuck at height 0, unable to take off** — **MECHANISM FIXED by B10 (2026-07-22, §11.71); floor VALUE suspended for Vixy.** The shared `Camera::proximityFactor(escaping)` authority floors the outward/lateral step to `ANTISTUCK_ESCAPE_FLOOR·scaledRadius` (≈6.4 m on Ea
LIVE-ENTRY	5.18	INTENT/5.18.md	B10	LIVE-B	801	nwired (0 callers) and moveRelLon/Lat reach only UI keys; the fix is correct for when they run. Original entry (user-reported [vixy 2026-07-20: "an issue some users genuinely had and reported"]; rode B10, §5.2): Mechanism: the interactive movers are multiplicative on the proximity factor, which is zero at height 0 — `multAlt` [observed: Camera.hpp:99-105, `coef = distanceToReference()*(coef-1)`] and,
LIVE-ENTRY	5.19	INTENT/5.19.md	B9	ARCHIVED	107	# INTENT §5.19  19. **RA/DE convention divergence at the ModularObject surface** — **OPEN, out-of-scope of B9 (found by it, 2026-07-22, §11.60(h))**. The RA/DE analog of the azimuth divergence B9 fixed: `ModularObject::getRaDeValue`/`getInfoString`/`getShortInfoNavString` read `Camera::observedPosToRaDe(body
LIVE-ENTRY	5.19	INTENT/5.19.md	B9	ARCHIVED	193	# INTENT §5.19  19. **RA/DE convention divergence at the ModularObject surface** — **OPEN, out-of-scope of B9 (found by it, 2026-07-22, §11.60(h))**. The RA/DE analog of the azimuth divergence B9 fixed: `ModularObject::getRaDeValue`/`getInfoString`/`getShortInfoNavString` read `Camera::observedPosToRaDe(body->getObservedPosition())`, which disagrees with the old path's `Body::getRaDeValue` (`
LIVE-ENTRY	5.19	INTENT/5.19.md	B9	ARCHIVED	848	elta (candidate: J2000 vs of-date, or an observer-frame rotation). Feeds `getSelectedRA/DE` and the SA/GHA/LHA nav fields (which are all derived from the RA). **Invisible today for the same reason as B9**: ModularObject is uninstantiated in production (§11.60(g)), so `getSelectedRA/DE` currently uses the old `Body`. NOT fixed here — B9's DoD is azimuth only, and the single-authority discipline forbi
LIVE-ENTRY	5.19	INTENT/5.19.md	B9	ARCHIVED	983	l derived from the RA). **Invisible today for the same reason as B9**: ModularObject is uninstantiated in production (§11.60(g)), so `getSelectedRA/DE` currently uses the old `Body`. NOT fixed here — B9's DoD is azimuth only, and the single-authority discipline forbids improvising a second convention. Needs its own probe (does the delta hold clean across bodies/states, like az did?) then a single co
LIVE-ENTRY	5.19	INTENT/5.19.md	B9	ARCHIVED	1284	. Needs its own probe (does the delta hold clean across bodies/states, like az did?) then a single conversion authority in the same idiom as `ModularObject::altAz()`. A natural next-task companion to B9. 
LIVE-ENTRY	5.2	INTENT/5.2.md	B10	LIVE-B	8943	st stay until surface mode lands** — the clean replacement is not "set it to 0", it is the near-surface draw regime [vixy], which owns a navigation law where altitude 0 is a legitimate resting state. B10 must therefore NOT remove the base-altitude workaround; that retires with §12 row 16 (D4), not with the nav radius. Note the same law explains the non-solid case with no special-casing: with min_radi
LIVE-ENTRY	5.20	INTENT/5.20.md	B24	LIVE-B	116	# INTENT §5.20  20. **`linearOrbit` lerp weights SWAPPED** — **OPEN, dead code, do-NOT-register-as-is (found by the B24 composition inventory, 2026-07-22, §11.78(c))**. At `JD0 == t_start` the interpolation returns `posFinal` and at `t_end` returns `posInitial` — backwards, contradicting both of its own clamp branches
INPLACE-ENTRY	5.23	INTENT/5.23.md	B24	LIVE-B	2149	ude DEFAULT ANSWERED [vixy 2026-07-23, D18 §11.79(l)]: surface-locked by default, explicit rot keys override; the acting 24 h legacy default stays but must be LOGGED (§2.0 D12) — implementation rides B24.**   ---  *INTENT.md index line retired to this file 2026-07-31 (archival pass1; the line was a derived view — this file is the entry's authority):*  23. **Grounded surface fold applied the CHILD's s
INPLACE-ENTRY	5.24	INTENT/5.24.md	B19	ARCHIVED	90	# INTENT §5.24  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — **OPEN → ledger B32 (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))**. `axisRotation` refreshes only on fully-updated (visible) bodies; an invisible body hol
INPLACE-ENTRY	5.24	INTENT/5.24.md	B32	ARCHIVED	131	# INTENT §5.24  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — **OPEN → ledger B32 (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))**. `axisRotation` refreshes only on fully-updated (visible) bodies; an invisible body holds the spin phase of its last full update
INPLACE-ENTRY	5.24	INTENT/5.24.md	B24	LIVE-B	149	# INTENT §5.24  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — **OPEN → ledger B32 (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))**. `axisRotation` refreshes only on fully-updated (visible) bodies; an invisible body holds the spin phase of its last full update, which happened a
INPLACE-ENTRY	5.24	INTENT/5.24.md	B15	LIVE-B	608	aunches, same frozen scene, differ in `axisRot` on ~20 pole-bearing moons (Belinda 8.7e-2, Puck 7.1e-2, Caliban 9e-5 rad; 70/90 identical). Under §2.0 D8's use-site barrier this is the same class the B15 (AoI latch) and B19 (position freeze) fixes closed for their state: a dump/draw/query of an invisible body's orientation is a USE and must not read a launch-time phase. Consequence tonight: `axisRot`
INPLACE-ENTRY	5.24	INTENT/5.24.md	B19	ARCHIVED	628	 scene, differ in `axisRot` on ~20 pole-bearing moons (Belinda 8.7e-2, Puck 7.1e-2, Caliban 9e-5 rad; 70/90 identical). Under §2.0 D8's use-site barrier this is the same class the B15 (AoI latch) and B19 (position freeze) fixes closed for their state: a dump/draw/query of an invisible body's orientation is a USE and must not read a launch-time phase. Consequence tonight: `axisRot` is excluded from th
INPLACE-ENTRY	5.24	INTENT/5.24.md	B24	LIVE-B	1276	§11.76 barrier — the tick must be able to genuinely FREEZE (comet-scale two-path design input recorded there)** — small, but it touches the freshness ladder, so it gets its own row rather than riding B24 (→ B32).   ---  *INTENT.md index line retired to this file 2026-07-31 (archival pass1; the line was a derived view — this file is the entry's authority):*  24. **Body spin phase leaks launch wall-clo
INPLACE-ENTRY	5.24	INTENT/5.24.md	B32	ARCHIVED	1283	barrier — the tick must be able to genuinely FREEZE (comet-scale two-path design input recorded there)** — small, but it touches the freshness ladder, so it gets its own row rather than riding B24 (→ B32).   ---  *INTENT.md index line retired to this file 2026-07-31 (archival pass1; the line was a derived view — this file is the entry's authority):*  24. **Body spin phase leaks launch wall-clock stat
INPLACE-ENTRY	5.24	INTENT/5.24.md	B19	ARCHIVED	1510	ex line retired to this file 2026-07-31 (archival pass1; the line was a derived view — this file is the entry's authority):*  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — ~~**OPEN → ledger B32**~~ **FIXED by B32 (2026-07-24, code `2912d303`, §11.93): recompute-at-use, cross-launch 0 ULP, exclusion lifted (found by the B24 equivalence A-vs-A contro
INPLACE-ENTRY	5.24	INTENT/5.24.md	B32	ARCHIVED	1553	chival pass1; the line was a derived view — this file is the entry's authority):*  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — ~~**OPEN → ledger B32**~~ **FIXED by B32 (2026-07-24, code `2912d303`, §11.93): recompute-at-use, cross-launch 0 ULP, exclusion lifted (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))** […] → INTENT/5.
INPLACE-ENTRY	5.24	INTENT/5.24.md	B32	ARCHIVED	1572	ine was a derived view — this file is the entry's authority):*  24. **Body spin phase leaks launch wall-clock state (rotation twin of the B19 position-freeze)** — ~~**OPEN → ledger B32**~~ **FIXED by B32 (2026-07-24, code `2912d303`, §11.93): recompute-at-use, cross-launch 0 ULP, exclusion lifted (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))** […] → INTENT/5.24.md 
INPLACE-ENTRY	5.24	INTENT/5.24.md	B24	LIVE-B	1684	ate (rotation twin of the B19 position-freeze)** — ~~**OPEN → ledger B32**~~ **FIXED by B32 (2026-07-24, code `2912d303`, §11.93): recompute-at-use, cross-launch 0 ULP, exclusion lifted (found by the B24 equivalence A-vs-A control, 2026-07-22, §11.78(f))** […] → INTENT/5.24.md 
LIVE-ENTRY	5.25	INTENT/5.25.md	B14	LIVE-B	174	# INTENT §5.25  25. **`RotationElements::period` is float32 ⇒ bounded live meridian drift on fast rotators (≤~0.13°/decade measured)** — [defect, engine field-type; found by B14-periode 2026-07-23, §11.88]     - Mechanism [observed: rotation_elements.hpp:33 + ModularBody.hpp:350]: `axisRotation = (jd−epoch)/re.period·2π + offset` with `re.period` stored float32 — the DATA va
LIVE-ENTRY	5.25	INTENT/5.25.md	B14	LIVE-B	1403	e (touches RotationElements ABI + both paths) — a small, mechanical change but it moves parity baselines at the ULP level; decision + timing Vixy's.     - Cross-refs: §11.88 (finding + measurements), B14 row (vii). 
LIVE-ENTRY	5.26	INTENT/5.26.md	B17	LIVE-B	127	# INTENT §5.26  26. **`set heading` old/new semantic desync** — [defect, pre-existing S6 command-seam parity class; EXPOSED by B17's offset work 2026-07-24, §11.92(e); OPEN]     - ~~Observable [measured]: with a view offset active, `set heading 0` produces new-vs-old cross 11583 px (vs 132 px at the natural tracking heading ≡ 0)
LIVE-ENTRY	5.26	INTENT/5.26.md	B17	LIVE-B	474	11583 px (vs 132 px at the natural tracking heading ≡ 0)~~ — the command lands on both paths but with DIFFERENT semantics: old via `navigation->changeHeading`, new via `Camera::setHeading` [observed: B17 session]. **[OBSERVABLE SUPERSEDED 2026-07-25 by F4 §11.108(c) — §11.108(j) records *"§5.26 annotated with the refutation"*, but the annotation landed on the INTENT.md stub and never on this file, wh
LIVE-ENTRY	5.26	INTENT/5.26.md	B17	LIVE-B	902	nscribed here 2026-08-29 (F42, §11.156). The two-semantics source fact stands; the NUMBER and the leg it was measured on do not — see the REFUTED block below.]**     - Pre-existing: not introduced by B17 (the offset merely made it visible — the offset composes with heading on both paths, amplifying the semantic gap into pixels). Heading=0 (the tracking regime) is clean on both.     - Class: the S6 co
LIVE-ENTRY	5.26	INTENT/5.26.md	B21	LIVE-B	1247	 tracking regime) is clean on both.     - Class: the S6 command-surface seam audit's territory (capability-reachability + parity per command); ~~candidate for the next command-surface sweep alongside B21's keyboard-descent unification note~~ **[SWEPT 2026-07-25 — F4 ran the S6 capability-reachability audit and B21's descent unification in the same task, §11.108; transcribed here 2026-08-29, F42 §11.1
LIVE-ENTRY	5.26	INTENT/5.26.md	B21	LIVE-B	1359	ability + parity per command); ~~candidate for the next command-surface sweep alongside B21's keyboard-descent unification note~~ **[SWEPT 2026-07-25 — F4 ran the S6 capability-reachability audit and B21's descent unification in the same task, §11.108; transcribed here 2026-08-29, F42 §11.156]**.     - Not chased in-row (B17's DoD regime is heading 0); no workaround needed today.     - **THE ROW'S OW
LIVE-ENTRY	5.26	INTENT/5.26.md	B17	LIVE-B	1482	note~~ **[SWEPT 2026-07-25 — F4 ran the S6 capability-reachability audit and B21's descent unification in the same task, §11.108; transcribed here 2026-08-29, F42 §11.156]**.     - Not chased in-row (B17's DoD regime is heading 0); no workaround needed today.     - **THE ROW'S OWN OBSERVABLE IS REFUTED AT SOURCE-OF-TRUTH AND RE-ATTRIBUTED — 2026-07-25, F4 §11.108(c)** [measured, `harness/s526_heading
LIVE-ENTRY	5.26	INTENT/5.26.md	B17	LIVE-B	1842	1.108(c)** [measured, `harness/s526_heading.py`, artifacts `harness/artifacts/s526/`; predictions committed BEFORE the run, `artifacts/s526/PREDICTIONS.md`, with the falsifier stated]. Re-measured on B17's own `trk` scene, so the numbers are comparable to §11.92(b)'s 132 px class: natural cross **130 px>32** (the recorded class, reproduced) and then `set heading 0` with the offset active **129 px>32*
LIVE-ENTRY	5.26	INTENT/5.26.md	A38	CLOSED-PTR	3532	he new path keeps holding the whole       orientation, because old's roll rebuild is a convention and not a physical fact, so §11.52(b)       does not bind (the §13.A row that carried the question, **A38**, is **CLOSED** with it — §13's       *"Closed by Vixy round 6"* list, answers inline 2026-07-26, full record §11.113) — and **B33 (F12, §11.118(f)) fixed the READOUT**, which is what makes that cho
LIVE-ENTRY	5.26	INTENT/5.26.md	B33	LIVE-B	3664	(b)       does not bind (the §13.A row that carried the question, **A38**, is **CLOSED** with it — §13's       *"Closed by Vixy round 6"* list, answers inline 2026-07-26, full record §11.113) — and **B33 (F12, §11.118(f)) fixed the READOUT**, which is what makes that choice       operable: `CoreLink::getHeading` now reports the roll of the path that DRAWS. Re-measured on       this row's own scene wi
LIVE-ENTRY	5.27	INTENT/5.27.md	B3	LIVE-B	114	# INTENT §5.27  27. **Grounded children don't ride parent display scaling** — [defect, found 2026-07-24 by the F1/B3 root-cause chain, §11.100; ~~OPEN~~ **CLOSED 2026-08-26 — behaviour half IMPLEMENTED by task F39 (§11.152), code `8c2cbf61`; the CLOSING block is the last one in this file**]     - Observable [measur
LIVE-ENTRY	5.27	INTENT/5.27.md	B15	LIVE-B	2664	time — with three consequences: (i) **both D21 options require a change and neither can be chosen "because it is today's behaviour"**; (ii) it is the 4th instance of the closed load-time-latch class (B15 AoI / B19 position / B32 spin), so the model-layer half may need no new decision at all; (iii) the leak runs the WRONG way — `ModularBody.hpp:193` declares *"Just visual scaling"* yet a display flag 
LIVE-ENTRY	5.27	INTENT/5.27.md	B19	ARCHIVED	2674	h three consequences: (i) **both D21 options require a change and neither can be chosen "because it is today's behaviour"**; (ii) it is the 4th instance of the closed load-time-latch class (B15 AoI / B19 position / B32 spin), so the model-layer half may need no new decision at all; (iii) the leak runs the WRONG way — `ModularBody.hpp:193` declares *"Just visual scaling"* yet a display flag sets a PHY
LIVE-ENTRY	5.27	INTENT/5.27.md	B32	ARCHIVED	2689	ences: (i) **both D21 options require a change and neither can be chosen "because it is today's behaviour"**; (ii) it is the 4th instance of the closed load-time-latch class (B15 AoI / B19 position / B32 spin), so the model-layer half may need no new decision at all; (iii) the leak runs the WRONG way — `ModularBody.hpp:193` declares *"Just visual scaling"* yet a display flag sets a PHYSICAL position 
LIVE-ENTRY	5.27	INTENT/5.27.md	B31	LIVE-B	5823	 `ModularBody.hpp:193`'s contract becomes TRUE — a script-fetched grounded position stops depending on `flag moon_scaled`, closing the D8 script-channel violation of (iii) above. Unblocked with it: **B31's T3** and the retirement-or-argument of the harness-wide `flag moon_scaled off` workaround (`b24_screen` and every grounded screen harness).      - **CLOSED 2026-08-26 — F39, §11.152** [code `b444d3
LIVE-ENTRY	5.27	INTENT/5.27.md	B15	LIVE-B	6933	ch is gone. The orbit holds its parent through a `ModularBodyPtr` (I5) and reads `getDatumRadiusRaw()` — the UNSCALED datum — at every evaluation. Fourth instance of the closed load-time-latch class (B15/B19/B32), and it closes §11.101(f)(iii)'s D8 leak: the model position no longer depends on a display flag.       - **PRESENTATION** [`ModularBody.hpp`/`.cpp`, `ModularSystem.cpp`]: `inheritedScaling`
LIVE-ENTRY	5.27	INTENT/5.27.md	B19	ARCHIVED	6937	s gone. The orbit holds its parent through a `ModularBodyPtr` (I5) and reads `getDatumRadiusRaw()` — the UNSCALED datum — at every evaluation. Fourth instance of the closed load-time-latch class (B15/B19/B32), and it closes §11.101(f)(iii)'s D8 leak: the model position no longer depends on a display flag.       - **PRESENTATION** [`ModularBody.hpp`/`.cpp`, `ModularSystem.cpp`]: `inheritedScaling` is 
LIVE-ENTRY	5.27	INTENT/5.27.md	B32	ARCHIVED	6941	ne. The orbit holds its parent through a `ModularBodyPtr` (I5) and reads `getDatumRadiusRaw()` — the UNSCALED datum — at every evaluation. Fourth instance of the closed load-time-latch class (B15/B19/B32), and it closes §11.101(f)(iii)'s D8 leak: the model position no longer depends on a display flag.       - **PRESENTATION** [`ModularBody.hpp`/`.cpp`, `ModularSystem.cpp`]: `inheritedScaling` is PUSH
LIVE-ENTRY	5.28	INTENT/5.28.md	B14	LIVE-B	3166	r and never updated in the github repo [vixy, investigating].  **[ID-REUSE NOTE 2026-08-30, §11.179(i)(M4) (F59, supervisor-enacted at acceptance): this entry's number is a REUSE — the retired §5.28 (B14 `rot_pole_w0` axis defect, decision A33's referent) lives at `INTENT/archive/5.28.md`. Pre-2026-08-04 citations of §5.28 mean THAT row, not this one. Disambiguated in place; neither renumbered.]** 
LIVE-ENTRY	5.28	INTENT/5.28.md	A33	CLOSED-PTR	3206	vixy, investigating].  **[ID-REUSE NOTE 2026-08-30, §11.179(i)(M4) (F59, supervisor-enacted at acceptance): this entry's number is a REUSE — the retired §5.28 (B14 `rot_pole_w0` axis defect, decision A33's referent) lives at `INTENT/archive/5.28.md`. Pre-2026-08-04 citations of §5.28 mean THAT row, not this one. Disambiguated in place; neither renumbered.]** 
LIVE-ENTRY	5.5	INTENT/5.5.md	B27	LIVE-B	105	# INTENT §5.5  5. **Hardcoding keyed on `englishName`** — **AUDITED + KEY-DESIGNED (2026-07-22, §11.73 = B27 steps 1–2); emit/consume → B25/B24**. Any body named "Moon"/"Earth" with `hardcoded=true` becomes EARTH/EARTH_MOON; TODO exists [stated: ModularObject.cpp:68]. Full site inventory (all six hardcoding
LIVE-ENTRY	5.5	INTENT/5.5.md	B25	ARCHIVED	136	# INTENT §5.5  5. **Hardcoding keyed on `englishName`** — **AUDITED + KEY-DESIGNED (2026-07-22, §11.73 = B27 steps 1–2); emit/consume → B25/B24**. Any body named "Moon"/"Earth" with `hardcoded=true` becomes EARTH/EARTH_MOON; TODO exists [stated: ModularObject.cpp:68]. Full site inventory (all six hardcoding classes, whole-tree grep) + pe
LIVE-ENTRY	5.5	INTENT/5.5.md	B24	LIVE-B	140	# INTENT §5.5  5. **Hardcoding keyed on `englishName`** — **AUDITED + KEY-DESIGNED (2026-07-22, §11.73 = B27 steps 1–2); emit/consume → B25/B24**. Any body named "Moon"/"Earth" with `hardcoded=true` becomes EARTH/EARTH_MOON; TODO exists [stated: ModularObject.cpp:68]. Full site inventory (all six hardcoding classes, whole-tree grep) + per-si
LIVE-ENTRY	5.5	INTENT/5.5.md	B25	ARCHIVED	648	adow default → EXISTING `shadow_color`; EARTH_MOON → RETIRE (0 new-path consumers); Sun day-length → `isStar()`. Exemption = `*_special` orbits. No product code changed here (consume co-delivers with B25's emit).  **[SUPERSEDED IN ITS MECHANISM 2026-08-29, F47 §11.163(c) — this row describes the PRE-FIX tree and has done so since 2026-07-25.]** Both clauses above are FALSE at code `d6aec251`: ~~"Any 
LIVE-ENTRY	5.5	INTENT/5.5.md	A1	CLOSED-PTR	1421	— gone, and the site now carries that TODO's RESOLUTION (`isStar()` vs `getSystemStar()`, argued at the site) [observed: `ModularObject.cpp:72-80`]. Every §11.73 Tier-A key is LIVE — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107
LIVE-ENTRY	5.5	INTENT/5.5.md	A2	CLOSED-PTR	1442	now carries that TODO's RESOLUTION (`isStar()` vs `getSystemStar()`, argued at the site) [observed: `ModularObject.cpp:72-80`]. Every §11.73 Tier-A key is LIVE — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.
LIVE-ENTRY	5.5	INTENT/5.5.md	A5	CLOSED-PTR	1459	TODO's RESOLUTION (`isStar()` vs `getSystemStar()`, argued at the site) [observed: `ModularObject.cpp:72-80`]. Every §11.73 Tier-A key is LIVE — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27'
LIVE-ENTRY	5.5	INTENT/5.5.md	A6	CLOSED-PTR	1481	Star()` vs `getSystemStar()`, argued at the site) [observed: `ModularObject.cpp:72-80`]. Every §11.73 Tier-A key is LIVE — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 
LIVE-ENTRY	5.5	INTENT/5.5.md	A7	LIVE-A	1502	Star()`, argued at the site) [observed: `ModularObject.cpp:72-80`]. Every §11.73 Tier-A key is LIVE — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of th
LIVE-ENTRY	5.5	INTENT/5.5.md	A1	CLOSED-PTR	1600	E — `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of this correctly** ⇒ this is a §5-row-stale-against-its-own-§13-row inversion, a THIRD shape distinct 
LIVE-ENTRY	5.5	INTENT/5.5.md	A2	CLOSED-PTR	1603	 `sidereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of this correctly** ⇒ this is a §5-row-stale-against-its-own-§13-row inversion, a THIRD shape distinct fro
LIVE-ENTRY	5.5	INTENT/5.5.md	A3	CLOSED-PTR	1606	idereal_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of this correctly** ⇒ this is a §5-row-stale-against-its-own-§13-row inversion, a THIRD shape distinct from §
LIVE-ENTRY	5.5	INTENT/5.5.md	A4	LIVE-A	1609	real_time` (A1), `shadow_color` (A2), `isStar()` (A5), `surface_model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of this correctly** ⇒ this is a §5-row-stale-against-its-own-§13-row inversion, a THIRD shape distinct from §11.
LIVE-ENTRY	5.5	INTENT/5.5.md	B27	LIVE-B	1673	model` (A6), `trail_length` (A7) — and Tier B landed as `light_source` + `primary` + `shadow_exempt`; delivered by **§11.91** (A1/A2/A3/A4), **§11.107** (the tail), **§11.118(c)(d)** (D27's split). **B27's §13 row records all of this correctly** ⇒ this is a §5-row-stale-against-its-own-§13-row inversion, a THIRD shape distinct from §11.156's stub↔entry class and structurally unreachable by that sweep
LIVE-ENTRY	5.5	INTENT/5.5.md	B5	LIVE-B	2130	 **Residual, and why the row was NOT closed by F47 [derived]:** every surviving `englishName` sniff is OLD-path — `observer.cpp` `isEarth()`/`isSun()` (→ S8), `inGalaxyModule.cpp` anchor `=="Sun"` (→ B5), and `core.cpp setSelectedBodyName` (§11.73(f)'s F1), **which is §5.98's own site — the two rows name the same code** — or is `type`-keyed rather than name-keyed (A8/A9 under `compose = deduced`; `t
LIVE-ENTRY	5.5	INTENT/5.5.md	A8	CLOSED-PTR	2297	yModule.cpp` anchor `=="Sun"` (→ B5), and `core.cpp setSelectedBodyName` (§11.73(f)'s F1), **which is §5.98's own site — the two rows name the same code** — or is `type`-keyed rather than name-keyed (A8/A9 under `compose = deduced`; `type = BODY` on composed nodes), both SUSPENDED on B27 as user-visible semantics. **CLOSE-CANDIDATE proposed to the supervisor**: closing asks whether the old-path surv
LIVE-ENTRY	5.5	INTENT/5.5.md	A9	CLOSED-PTR	2300	dule.cpp` anchor `=="Sun"` (→ B5), and `core.cpp setSelectedBodyName` (§11.73(f)'s F1), **which is §5.98's own site — the two rows name the same code** — or is `type`-keyed rather than name-keyed (A8/A9 under `compose = deduced`; `type = BODY` on composed nodes), both SUSPENDED on B27 as user-visible semantics. **CLOSE-CANDIDATE proposed to the supervisor**: closing asks whether the old-path survivo
